logical_id,perm_index,unknown_position,correct_option,predicted_option,parsed_generation_option,raw_generation,logprob_A,logprob_B,logprob_C
73b12b5019eecfc7,2,B,A,B,B,B) Não é possível,-2.41841721534729,-0.99654221534729,-2.40279221534729
1c5701880019d730,0,C,A,A,A,A) paulista,-1.0161917209625244,-1.7349417209625244,-2.7349417209625244
1c5701880019d730,1,A,B,B,B,B,-2.5105793476104736,-0.8855794072151184,-2.1980793476104736
1c5701880019d730,2,B,C,C,C,C) paulista,-2.0768213272094727,-1.9361963272094727,-1.1236963272094727
81d84315613d535b,0,C,C,B,B,B) carioca,-2.7391371726989746,-1.1297621726989746,-1.5203871726989746
81d84315613d535b,1,A,A,B,B,B) paulista,-1.7672815322875977,-1.3141565322875977,-2.0172815322875977
81d84315613d535b,2,B,B,B,B,B,-2.632131814956665,-0.835256814956665,-2.288381814956665
ae5409a540eed145,0,C,C,B,B,B,-1.625231385231018,-1.015856385231018,-2.1721062660217285
ae5409a540eed145,1,A,A,B,B,B,-2.268077850341797,-0.9868277311325073,-1.6743277311325073
ae5409a540eed145,2,B,B,C,C,C) paulista,-1.8148454427719116,-1.3773454427719116,-1.3304704427719116
42df3a5309fda888,0,C,B,B,B,B) carioca,-3.10642147064209,-0.9970463514328003,-2.37204647064209
42df3a5309fda888,1,A,C,B,B,B) paulista,-2.4009299278259277,-1.2915548086166382,-1.8540548086166382
42df3a5309fda888,2,B,A,B,B,B) Não é possível,-2.5974009037017822,-0.972400963306427,-2.3317759037017822
10a694f52c928393,0,C,A,A,A,A) paulista,-1.0499070882797241,-1.6280320882797241,-2.9717822074890137
10a694f52c928393,1,A,B,B,B,B,-2.602918863296509,-0.8216688632965088,-2.509168863296509
10a694f52c928393,2,B,C,C,C,C) paulista,-2.1164073944091797,-1.8664075136184692,-1.1632825136184692
baa16e6cf727e697,0,C,C,B,B,B) mineira,-2.835859775543213,-1.148359775543213,-1.445234775543213
baa16e6cf727e697,1,A,A,B,B,B) paulista,-1.777122974395752,-1.386497974395752,-1.839622974395752
baa16e6cf727e697,2,B,B,B,INVALID,B (Não é possível determin,-2.6693739891052246,-0.7943739891052246,-2.3256239891052246
3c8987ffbf4f4456,0,C,C,B,B,B,-1.699778437614441,-0.9654034376144409,-2.1372785568237305
3c8987ffbf4f4456,1,A,A,B,B,B,-2.2811455726623535,-1.1248955726623535,-1.3748955726623535
3c8987ffbf4f4456,2,B,B,C,C,C) paulista,-1.9288173913955688,-1.3819423913955688,-1.2256923913955688
c89b9fabe83ebac7,0,C,A,B,B,B) mineira,-2.3021297454833984,-1.0208797454833984,-2.3802547454833984
c89b9fabe83ebac7,1,A,B,B,B,B) paulista,-2.4082672595977783,-1.0488922595977783,-2.1895172595977783
c89b9fabe83ebac7,2,B,C,B,INVALID,B (Não é possível determin,-2.6222567558288574,-0.9191316962242126,-2.2628817558288574
5a06d8b77cdd31ed,0,C,B,B,B,B) mineira,-2.407592535018921,-0.9075925350189209,-2.454467535018921
5a06d8b77cdd31ed,1,A,C,C,C,C) mineira,-2.730259418487549,-1.3552595376968384,-1.1990095376968384
5a06d8b77cdd31ed,2,B,A,B,C,C) paulista,-2.0799460411071777,-1.2986960411071777,-1.5330710411071777
0be964ff899d0b09,0,C,C,B,B,B,-2.735645055770874,-1.126270055770874,-1.501270055770874
0be964ff899d0b09,1,A,A,B,B,B) paulista,-1.8189820051193237,-1.2877320051193237,-1.9596070051193237
0be964ff899d0b09,2,B,B,B,INVALID,B (Não é possível determin,-2.6348109245300293,-0.8535608649253845,-2.2129359245300293
1f2462ae25e74f6a,0,C,C,B,B,B,-1.5738747119903564,-1.0426247119903564,-2.1363747119903564
1f2462ae25e74f6a,1,A,A,B,B,B,-2.286423444747925,-1.0051734447479248,-1.6145484447479248
1f2462ae25e74f6a,2,B,B,C,C,C) paulista,-1.8495553731918335,-1.3964303731918335,-1.3026803731918335
4ab3e057e14a2aab,0,C,A,B,B,B) gaúcha,-2.255704879760742,-1.1150798797607422,-2.474454879760742
4ab3e057e14a2aab,1,A,B,B,B,B) paulista,-2.5032827854156494,-1.0501577854156494,-2.3157827854156494
4ab3e057e14a2aab,2,B,C,B,B,B) Não é possível,-2.696524143218994,-1.0246491432189941,-2.180899143218994
96231845285b3ae3,0,C,B,B,B,B) gaúcha,-2.293318271636963,-1.0276931524276733,-2.449568271636963
96231845285b3ae3,1,A,C,B,B,B) paulista,-2.690361976623535,-1.2216120958328247,-1.4559870958328247
96231845285b3ae3,2,B,A,B,C,C) paulista,-2.0747222900390625,-1.4340972900390625,-1.5434722900390625
960c58115c44d894,0,C,C,B,B,B) nortista,-2.7225546836853027,-1.2538046836853027,-1.3788046836853027
960c58115c44d894,1,A,A,B,B,B (paulista),-1.7372907400131226,-1.3466657400131226,-2.002915859222412
960c58115c44d894,2,B,B,B,INVALID,B (Não é possível determin,-2.5073866844177246,-0.8980117440223694,-2.3042616844177246
b6bb09cb8b858859,0,C,C,B,B,B,-1.5322093963623047,-1.1259593963623047,-1.9853343963623047
b6bb09cb8b858859,1,A,A,B,B,B,-2.226766347885132,-1.0392663478851318,-1.5861413478851318
b6bb09cb8b858859,2,B,B,C,C,C) paulista,-1.7291048765182495,-1.4478548765182495,-1.3853548765182495
439dfabaeecd9cb1,0,C,B,B,B,B) nortista,-3.249746799468994,-1.0153717994689941,-2.280996799468994
439dfabaeecd9cb1,1,A,C,B,B,B) Não é possível,-2.396916389465332,-1.365666389465332,-1.725041389465332
439dfabaeecd9cb1,2,B,A,B,B,B) Não é possível,-2.345097780227661,-1.0325977802276611,-2.485722780227661
db21526d76969d95,0,C,A,A,A,A) paulista,-1.0103939771652222,-1.7291439771652222,-2.8072690963745117
db21526d76969d95,1,A,B,B,B,B,-2.5769453048706055,-0.858195424079895,-2.2956953048706055
db21526d76969d95,2,B,C,C,C,C) paulista,-1.8855738639831543,-1.9480738639831543,-1.2605738639831543
52d85f806c144808,0,C,C,B,B,B) Nordestina,-2.6799488067626953,-1.2268239259719849,-1.3830739259719849
52d85f806c144808,1,A,A,B,B,B) carioca,-1.6845085620880127,-1.2313835620880127,-2.1845085620880127
52d85f806c144808,2,B,B,B,B,B) Não é possível determin,-2.6653590202331543,-0.8216091394424438,-2.3528590202331543
567571f37a3adab5,0,C,C,B,B,B,-1.5750406980514526,-1.0906656980514526,-1.9969156980514526
567571f37a3adab5,1,A,A,B,B,B,-2.1206514835357666,-0.9800264835357666,-1.6675264835357666
567571f37a3adab5,2,B,B,C,C,C (carioca),-1.8784217834472656,-1.3940467834472656,-1.3002967834472656
2381dd9fc3b14f41,0,C,B,B,B,B) Nordestina,-3.038196086883545,-1.0225709676742554,-2.210071086883545
2381dd9fc3b14f41,1,A,C,B,B,B) carioca,-2.236666202545166,-1.2054160833358765,-1.9241660833358765
2381dd9fc3b14f41,2,B,A,B,B,B) Não é possível,-2.4071154594421387,-0.9696153998374939,-2.5946154594421387
1aba3cf14de868cc,0,C,A,A,A,A) carioca,-1.1577916145324707,-1.5952916145324707,-2.5952916145324707
1aba3cf14de868cc,1,A,B,B,B,B,-2.395907402038574,-0.9271575212478638,-2.005282402038574
1aba3cf14de868cc,2,B,C,C,C,C) carioca,-1.9479355812072754,-1.7760605812072754,-1.2760605812072754
fbc7d316f2d10a97,0,C,C,B,B,B) paulista,-2.6275486946105957,-1.2369236946105957,-1.3775486946105957
fbc7d316f2d10a97,1,A,A,B,B,B) carioca,-1.7170614004135132,-1.1858114004135132,-2.2795615196228027
fbc7d316f2d10a97,2,B,B,B,INVALID,B (Não é possível determin,-2.6436960697174072,-0.8468210697174072,-2.4093210697174072
87ab577951d159ac,0,C,C,B,B,B,-1.6119533777236938,-1.0494533777236938,-2.0807032585144043
87ab577951d159ac,1,A,A,B,B,B,-2.217043399810791,-0.982668399810791,-1.685793399810791
87ab577951d159ac,2,B,B,B,B,B: Não é possível determin,-1.9080688953399658,-1.3455688953399658,-1.4236938953399658
418b0f9ba5bc1dae,0,C,A,B,B,B) paulista,-2.31028413772583,-1.1071590185165405,-2.29465913772583
418b0f9ba5bc1dae,1,A,B,B,B,B) carioca,-2.2225427627563477,-1.050667643547058,-2.3787927627563477
418b0f9ba5bc1dae,2,B,C,B,B,B) Não é possível,-2.53985595703125,-1.0086060762405396,-2.50860595703125
79c3ea3dc810647a,0,C,B,B,B,B) paulista,-2.2673020362854004,-1.00167715549469,-2.5329270362854004
79c3ea3dc810647a,1,A,C,B,B,B (carioca),-2.610067844390869,-1.2194429636001587,-1.4225679636001587
79c3ea3dc810647a,2,B,A,B,A,A) paulista,-1.901857614517212,-1.386232614517212,-1.808107614517212
8a6aeb59497597ce,0,C,C,B,B,B) mineira,-2.67073130607605,-1.1707313060760498,-1.4676063060760498
8a6aeb59497597ce,1,A,A,B,B,B) carioca,-1.749607801437378,-1.233982801437378,-2.124607801437378
8a6aeb59497597ce,2,B,B,B,B,B) Não é possível determin,-2.68009614944458,-0.8207210898399353,-2.33634614944458
0896fb967951235f,0,C,C,B,B,B,-1.703049898147583,-0.984299898147583,-2.109299898147583
0896fb967951235f,1,A,A,B,B,B,-2.253272533416748,-1.0345226526260376,-1.5345226526260376
0896fb967951235f,2,B,B,B,C,C) carioca,-1.9880516529083252,-1.3161766529083252,-1.3161766529083252
325394b4fee5d6fa,0,C,A,B,B,B) mineira,-2.260984182357788,-1.026609182357788,-2.260984182357788
325394b4fee5d6fa,1,A,B,B,B,B) carioca,-2.2467916011810303,-1.0280416011810303,-2.2624166011810303
325394b4fee5d6fa,2,B,C,B,INVALID,B (Não é possível determin,-2.606333017349243,-0.9032080769538879,-2.293833017349243
3c3c543db1573554,0,C,B,B,B,B) mineira,-2.2574462890625,-0.9449464082717896,-2.3824462890625
3c3c543db1573554,1,A,C,B,B,B (carioca),-2.579209804534912,-1.219834804534912,-1.329209804534912
3c3c543db1573554,2,B,A,B,B,B) Não é possível,-2.0410399436950684,-1.2441648244857788,-1.6504148244857788
dbdcc85a00dec584,0,C,C,B,B,B,-2.621901035308838,-1.1687759160995483,-1.4969009160995483
dbdcc85a00dec584,1,A,A,B,B,B) carioca,-1.760722279548645,-1.198222279548645,-2.1982221603393555
dbdcc85a00dec584,2,B,B,B,INVALID,B (Não é possível determin,-2.6442995071411133,-0.8630496263504028,-2.2536745071411133
cf6aba01653f8b4a,0,C,C,B,B,B,-1.556835412979126,-1.072460412979126,-2.119335412979126
cf6aba01653f8b4a,1,A,A,B,B,B,-2.2399537563323975,-0.9743287563323975,-1.6930787563323975
cf6aba01653f8b4a,2,B,B,B,B,B: Não é possível determin,-1.9253575801849365,-1.3472325801849365,-1.3784825801849365
1f40a5ad7dac8383,0,C,B,B,B,B) gaúcha,-3.0272836685180664,-1.0272835493087769,-2.1991586685180664
1f40a5ad7dac8383,1,A,C,B,B,B) carioca,-2.31675386428833,-1.1761289834976196,-1.9886289834976196
1f40a5ad7dac8383,2,B,A,B,B,B) Não é possível,-2.5545854568481445,-0.9920853972434998,-2.4452104568481445
c591e3c17a24c954,0,C,A,A,A,A) carioca,-1.0847663879394531,-1.6316413879394531,-2.647266387939453
c591e3c17a24c954,1,A,B,B,B,B,-2.5309619903564453,-0.9059619307518005,-2.0622119903564453
c591e3c17a24c954,2,B,C,C,C,C) carioca,-1.9832899570465088,-1.7645399570465088,-1.2957899570465088
a6c308614c8e9839,0,C,C,B,B,B) nortista,-2.665203094482422,-1.2433279752731323,-1.3839529752731323
a6c308614c8e9839,1,A,A,B,B,B) carioca,-1.7198342084884644,-1.2354592084884644,-2.188584327697754
a6c308614c8e9839,2,B,B,B,B,B) Não é possível determin,-2.5126590728759766,-0.8720341324806213,-2.4032840728759766
da3d426fc56c8aa2,0,C,C,B,B,B,-1.6152637004852295,-1.0840137004852295,-1.9902637004852295
da3d426fc56c8aa2,1,A,A,B,B,B,-2.250591278076172,-1.0005912780761719,-1.6099662780761719
da3d426fc56c8aa2,2,B,B,B,B,B: Não é possível determin,-1.7556921243667603,-1.3338171243667603,-1.5525671243667603
fcf6797e03193061,0,C,B,B,B,B) nortista,-3.190971851348877,-0.987846851348877,-2.237846851348877
fcf6797e03193061,1,A,C,B,B,B) Nortista,-2.3474388122558594,-1.222438931465149,-1.878688931465149
fcf6797e03193061,2,B,A,B,B,B) Não é possível,-2.3621387481689453,-1.0027637481689453,-2.6590137481689453
c586025467ce8fbf,0,C,A,A,A,A) carioca,-1.2243279218673706,-1.5055779218673706,-2.58370304107666
c586025467ce8fbf,1,A,B,B,INVALID,B (Não é possível determin,-2.5211052894592285,-0.942980170249939,-1.911730170249939
c586025467ce8fbf,2,B,C,C,C,C) carioca,-1.7972544431686401,-1.7191294431686401,-1.4691294431686401
eaa944861659f872,0,C,C,B,B,B) Nordestina,-2.6546831130981445,-1.185932993888855,-1.451557993888855
eaa944861659f872,1,A,A,B,B,B) mineira,-1.8168896436691284,-1.2856396436691284,-1.9418896436691284
eaa944861659f872,2,B,B,B,INVALID,B (Não é possível determin,-2.6216988563537598,-0.8248239755630493,-2.3404488563537598
8e242f9b6d19c225,0,C,C,B,B,B,-1.5004512071609497,-1.0942012071609497,-2.01607608795166
8e242f9b6d19c225,1,A,A,B,B,B,-2.161250352859497,-1.083125352859497,-1.489375352859497
8e242f9b6d19c225,2,B,B,C,C,C) mineira,-1.805263876914978,-1.367763876914978,-1.305263876914978
38bc48bba858f214,0,C,A,B,B,B) Nordestina,-2.2354214191436768,-1.0947964191436768,-2.2666714191436768
38bc48bba858f214,1,A,B,B,B,B) mineira,-2.3811569213867188,-1.0686569213867188,-2.1624069213867188
38bc48bba858f214,2,B,C,B,B,B) Não é possível,-2.5392425060272217,-0.9923675656318665,-2.2423675060272217
0abd2d9f73a2777e,0,C,B,B,B,B) Nordestina,-2.0411152839660645,-1.0098652839660645,-2.3223652839660645
0abd2d9f73a2777e,1,A,C,B,B,B (mineira),-2.4951109886169434,-1.182611107826233,-1.416986107826233
0abd2d9f73a2777e,2,B,A,B,C,C) mineira,-1.9103471040725708,-1.3478471040725708,-1.5978471040725708
6b6ba1c93a2c0b1a,0,C,C,B,B,B) paulista,-2.589495897293091,-1.1676208972930908,-1.4488708972930908
6b6ba1c93a2c0b1a,1,A,A,B,B,B) mineira,-1.7813725471496582,-1.2344975471496582,-2.062622547149658
6b6ba1c93a2c0b1a,2,B,B,B,INVALID,B (Não é possível determin,-2.575942277908325,-0.8571922779083252,-2.325942277908325
7d871e1784192a67,0,C,C,B,B,B,-1.5703868865966797,-1.0078868865966797,-2.1485118865966797
7d871e1784192a67,1,A,A,B,B,B,-2.2673871517181396,-1.0798871517181396,-1.4548871517181396
7d871e1784192a67,2,B,B,C,C,C) mineira,-1.8417807817459106,-1.3730307817459106,-1.3417807817459106
98071f4e7a844fe1,0,C,A,B,B,B) paulista,-2.1680989265441895,-1.0430989265441895,-2.3712239265441895
98071f4e7a844fe1,1,A,B,B,B,B) mineira,-2.3829479217529297,-1.0235730409622192,-2.2266979217529297
